"BANKNO","BIDCITY","BIDNAME","BIDSTATE","BRDATE","BSTATUS","CERT","CHCLASS","CHCLASS1","CITY","CITYST","CLOSCD","COMMENTS","COST","COSTMOSTRECENTASOF","FAILDATE","FAILYR","FIN","FSL_PROG","FUND","ID","NAME","PSTALP","PTRDATE","QBFASSET","QBFDEP","RESDATE","RESTYPE","RESTYPE1","SAVR","TERMI","UNINSDEP","URL"
"","SANTA ANA","GRANDPOINT BANK","CA","","I",57885,"NM","NM","WESTMINSTER","WESTMINSTER, CA","TASNN","",14264,"30SEP2025","11/5/2010","2010","10307","","5","3875","FIRST VIETNAMESE AMERICAN BANK","CA","0",48000,47012,"11/5/2010","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/firstvietnamese.html"
"","WESTLAKE VILLAGE","FIRST CALIFORNIA BANK","CA","","I",58087,"NM","NM","WOODLAND HILLS","WOODLAND HILLS, CA","TASNN","",16943,"30SEP2025","11/5/2010","2010","10310","","5","3876","WESTERN COMMERCIAL BANK","CA","0",98635,101127,"11/5/2010","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/westerncommercial_ca.html"
"","MOULTRIE","AMERIS BANK","GA","","I",14580,"NM","NM","VIDALIA","VIDALIA, GA","TASNN","",125908,"30SEP2025","11/12/2010","2010","10312","","5","3877","DARBY BANK & TRUST COMPANY","GA","0",654714,587626,"11/12/2010","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/darbybank.html"
"","ST. CLOUD","STEARNS BANK, NATIONAL ASSOCIATION","MN","","I",35463,"NM","NM","SCOTTSDALE","SCOTTSDALE, AZ","TASNN","",52561,"30SEP2025","11/12/2010","2010","10311","","5","3878","COPPER STAR BANK","AZ","0",203955,190182,"11/12/2010","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/copperstar.html"
"","MOULTRIE","AMERIS BANK","GA","","I",57831,"NM","NM","TIFTON","TIFTON, GA","TASNN","",21383,"30SEP2025","11/12/2010","2010","10313","","5","3879","TIFTON BANKING COMPANY","GA","0",143729,141573,"11/12/2010","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/tifton.html"
"","0","0","0","","",,"N","N","SELINSGROVE","SELINSGROVE, PA","","",,"","10/17/1942","1942","0","","1","388","THE FARMERS NATIONAL BANK OF SELINSGROVE","PA","0",,719,,"FAILURE","P&A","FDIC","","",""
"","TROY","FIRST MICHIGAN BANK","MI","","I",5287,"SM","SM","BURLINGTON","BURLINGTON, WI","TABNN","",86071,"30SEP2025","11/19/2010","2010","10315","","5","3880","FIRST BANKING CENTER","WI","0",750724,664752,"11/19/2010","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/firstbanking.html"
"","CONWAY","CENTENNIAL BANK","AR","","I",20340,"NM","NM","CARRABELLE","CARRABELLE, FL","TASNN","",44443,"30SEP2025","11/19/2010","2010","10316","","5","3881","GULF STATE COMMUNITY BANK","FL","0",112144,112193,"11/19/2010","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/gulfstate.html"
"","WYOMISSING","VIST BANK","PA","","I",35078,"NM","NM","BALA CYNWYD","BALA CYNWYD, PA","TASNN","",12652,"30SEP2025","11/19/2010","2010","10314","","5","3882","ALLEGIANCE BANK OF NORTH AMERICA","PA","0",106595,91996,"11/19/2010","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/allegbank.html"
"","FARMINGTON HILLS","LEVEL ONE BANK","MI","","I",34673,"SM","SM","FARMINGTON HILLS","FARMINGTON HILLS, MI","TABNN","",68586,"30SEP2025","12/10/2010","2010","10318","","5","3883","PARAMOUNT BANK","MI","0",252744,213550,"12/10/2010","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/paramount.html"
"","HUNTINGDON VALLEY","POLONIA BANK","PA","","I",35561,"NM","NM","SOUTHAMPTON","SOUTHAMPTON, PA","TASNN","",22495,"30SEP2025","12/10/2010","2010","10317","","5","3884","EARTHSTAR BANK","PA","0",112643,104505,"12/10/2010","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/earthstar.html"
"","BOCA RATON","1ST UNITED BANK","FL","","I",19040,"N","N","CORAL GABLES","CORAL GABLES, FL","TANNN","",28965,"30SEP2025","12/17/2010","2010","10324","","5","3885","THE BANK OF MIAMI","FL","0",448150,374218,"12/17/2010","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/bankofmiami.html"
"","MANCHESTER","FARMERS & MERCHANTS SAVINGS BANK","IA","","I",23306,"N","N","LINO LAKES","LINO LAKES, MN","TANNN","",5827,"30SEP2025","12/17/2010","2010","10321","","5","3886","COMMUNITY NATIONAL BANK","MN","0",31569,28844,"12/17/2010","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/communitynatl.html"
"","LITTLE ROCK","BANK OF THE OZARKS","AR","","I",34578,"NM","NM","DAWSONVILLE","DAWSONVILLE, GA","TASNN","",83075,"30SEP2025","12/17/2010","2010","10320","","5","3887","CHESTATEE STATE BANK","GA","0",244376,240476,"12/17/2010","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/chestatee.html"
"","MACON","STATE BANK AND TRUST COMPANY","GA","","I",35065,"N","N","ATLANTA","ATLANTA, GA","TANNN","",96415,"30SEP2025","12/17/2010","2010","10323","","5","3888","UNITED AMERICAS BANK","GA","0",242339,193803,"12/17/2010","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/unitedamericas.html"
"","POPLAR BLUFF","SOUTHERN BANK","MO","","I",58052,"NM","NM","BATESVILLE","BATESVILLE, AR","TASNN","",24771,"30SEP2025","12/17/2010","2010","10322","","5","3889","FIRST SOUTHERN BANK","AR","0",191764,155803,"12/17/2010","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/firstsouthern.html"
"","0","0","0","","",,"NM","NM","LIBERTY","LIBERTY, MO","","",,"","11/18/1942","1942","0","","1","389","THE CITIZENS BANK OF LIBERTY","MO","0",258,206,,"FAILURE","PO","FDIC","","",""
"","MADISONVILLE","PEOPLES BANK OF EAST TENNESSEE","TN","","I",58495,"SB","SB","MCCAYSVILLE","MCCAYSVILLE, GA","TAFNN","",28452,"30SEP2025","12/17/2010","2010","10319","","5","3890","APPALACIAN COMMUNITY BANK, F.S.B.","GA","0",68201,76360,"12/17/2010","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/appalachianga.html"
"","BOCA RATON","FIRST SOUTHERN BANK","FL","","I",34965,"SM","SM","ORLANDO","ORLANDO, FL","TABNN","",88904,"30SEP2025","1/7/2011","2011","10325","","5","3891","FIRST COMMERCIAL BANK OF FLORIDA","FL","0",578638,537223,"1/7/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/firstcommercial.html"
"","CLAYTON","ENTERPRISE BANK & TRUST","MO","","I",57820,"NM","NM","SCOTTSDALE","SCOTTSDALE, AZ","TASNN","",32224,"30SEP2025","1/7/2011","2011","10326","","5","3892","LEGACY BANK","AZ","0",136446,119685,"1/7/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/legacybank.html"
"","LITTLE ROCK","BANK OF THE OZARKS","AR","","I",57440,"NM","NM","BRUNSWICK","BRUNSWICK, GA","TASNN","",84066,"30SEP2025","1/14/2011","2011","10327","","5","3893","OGLETHORPE BANK","GA","0",211149,201369,"1/14/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/oglethorpe.html"
"","0","0","0","","I",19758,"NM","NM","MCDONOUGH","MCDONOUGH, GA","DTSNN","RB20140513 - resdate = faildate",43538,"30SEP2025","1/21/2011","2011","10329","","5","3894","ENTERPRISE BANKING COMPANY","GA","0",99461,94591,"1/21/2011","FAILURE","DINB","DIF","T","","https://www.fdic.gov/bank/individual/failed/enterprise.html"
"","RALEIGH","FIRST-CITIZENS BANK AND TRUST COMPANY","NC","","A",31293,"SL","SL","DENVER","DENVER, CO","TAFNN","",133359,"30SEP2025","1/21/2011","2011","10331","","5","3895","UNITED WESTERN BANK","CO","0",2153690,1535194,"1/21/2011","FAILURE","PA","DIF","","","https://www.fdic.gov/bank/individual/failed/unitedwestern.html"
"","TROY","FIRST BANK","NC","","I",34516,"NM","NM","ASHEVILLE","ASHEVILLE, NC","TASNN","",43945,"30SEP2025","1/21/2011","2011","10330","","5","3896","THE BANK OF ASHEVILLE","NC","0",204925,199394,"1/21/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/bankofasheville.html"
"","CHARLOTTE","CERTUS BANK, NATIONAL ASSOCIATION","NC","","I",57868,"NM","NM","EASLEY","EASLEY, SC","TASNN","",45189,"30SEP2025","1/21/2011","2011","10328","","5","3897","COMMUNITYSOUTH BANK AND TRUST","SC","0",340986,314250,"1/21/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/commsouth.html"
"","OKLAHOMA CITY","BANK 7","OK","","I",2303,"NM","NM","CAMARGO","CAMARGO, OK","TASNN","",33590,"30SEP2025","1/28/2011","2011","10335","","5","3898","THE FIRST STATE BANK","OK","0",44546,41204,"1/28/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/firststatebank_ok.html"
"","MCFARLAND","MCFARLAND STATE BANK","WI","","I",5328,"NM","NM","STOUGHTON","STOUGHTON, WI","TASNN","",28060,"30SEP2025","1/28/2011","2011","10332","","5","3899","EVERGREEN STATE BANK","WI","0",240949,193694,"1/28/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/evergreenstatewi.html"
"","0","0","0","","",,"SM","SM","ANN ARBOR","ANN ARBOR, MI","","",,"","2/15/1936","1936","0","","1","39","FARMERS & MECHANICS BANK","MI","0",,3734,,"FAILURE","P&A","FDIC","","",""
"","0","0","0","","",,"NM","NM","MT. CARMEL","MT. CARMEL, PA","","",,"","11/28/1942","1942","0","","1","390","GUARANTEE TR & SAFE DEP. CO.-MT.CARMEL","PA","0",,1123,,"FAILURE","P&A","FDIC","","",""
"","MINNEAPOLIS","U.S. BANK, NATIONAL ASSOCIATION","MN","","I",12261,"SM","SM","TAOS","TAOS, NM","TABNN","",230712,"30SEP2025","1/28/2011","2011","10333","","5","3900","FIRST COMMUNITY BANK","NM","0",2188154,1847851,"1/28/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/firstcomm_nm.html"
"","0","0","0","","I",57646,"NM","NM","LOUISVILLE","LOUISVILLE, CO","DTSNN","RB20140513 - resdate = faildate",232851,"30SEP2025","1/28/2011","2011","10334","","5","3901","FIRSTIER BANK","CO","0",764090,718797,"1/28/2011","FAILURE","DINB","DIF","T","","https://www.fdic.gov/bank/individual/failed/firstier.html"
"","GREENSBORO","BANKSOUTH","GA","","I",35242,"NM","NM","WATKINSVILLE","WATKINSVILLE, GA","TASNN","",48161,"30SEP2025","2/4/2011","2011","10338","","5","3902","NORTH GEORGIA BANK","GA","0",153172,139672,"2/4/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/northgabank.html"
"","TUPELO","RENASANT BANK","MS","","I",57432,"NM","NM","ROSWELL","ROSWELL, GA","TASNN","",69323,"30SEP2025","2/4/2011","2011","10336","","5","3903","AMERICAN TRUST BANK","GA","0",238205,222161,"2/4/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/americantrust.html"
"","NORTHBROOK","NORTHBROOK BANK AND TRUST COMPANY","IL","","I",57948,"SM","SM","CHICAGO","CHICAGO, IL","TABNN","",10213,"30SEP2025","2/4/2011","2011","10337","","5","3904","COMMUNITY FIRST BANK - CHICAGO","IL","0",51083,49504,"2/4/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/commfirst_il.html"
"","ELROY","ROYAL BANK","WI","","I",13272,"NM","NM","CASSVILLE","CASSVILLE, WI","TASNN","",19454,"30SEP2025","2/11/2011","2011","10339","","5","3905","BADGER STATE BANK","WI","0",83828,78549,"2/11/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/badgerstate.html"
"","TROY","FIRST MICHIGAN BANK","MI","","I",14939,"NM","NM","HAMTRAMCK","HAMTRAMCK, MI","TASNN","",103057,"30SEP2025","2/11/2011","2011","10341","","5","3906","PEOPLES STATE BANK","MI","0",390524,389868,"2/11/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/peoplesstatebank.html"
"","COSTA MESA","PACIFIC PREMIER BANK","CA","","I",34692,"N","N","PALM SPRINGS","PALM SPRINGS, CA","TANNN","",15617,"30SEP2025","2/11/2011","2011","10340","","5","3907","CANYON NATIONAL BANK","CA","0",210859,205285,"2/11/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/canyonstate.html"
"","MIAMI","PREMIER AMERICAN BANK, NATIONAL ASSOCIATION","FL","","I",35478,"NM","NM","PORT ORANGE","PORT ORANGE, FL","TASNN","",32294,"30SEP2025","2/11/2011","2011","10342","","5","3908","SUNSHINE STATE COMMUNITY BANK","FL","0",125531,116715,"2/11/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/sunshinestate.html"
"","ORANGEBURG","SCBT NATIONAL ASSOCIATION","SC","","I",151,"NM","NM","CLARKESVILLE","CLARKESVILLE, GA","TASNN","",119370,"30SEP2025","2/18/2011","2011","10345","","5","3909","HABERSHAM BANK","GA","0",387681,339934,"2/18/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/habersham.html"
"","0","0","0","","",,"N","N","POULTNEY","POULTNEY, VT","","",,"","3/17/1943","1943","0","","1","391","THE POULTNEY NATIONAL BANK","VT","0",919,862,,"FAILURE","PO","FDIC","","",""
"","ALBANY","HERITAGE BANK OF THE SOUTH","GA","","I",34601,"NM","NM","SPRINGFIELD","SPRINGFIELD, GA","TASNN","",48229,"30SEP2025","2/18/2011","2011","10344","","5","3910","CITIZENS BANK OF EFFINGHAM","GA","0",214275,206490,"2/18/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/citizensbk_ga.html"
"","WESTLAKE VILLAGE","FIRST CALIFORNIA BANK","CA","","I",34783,"SB","SB","SAN LUIS OBISPO","SAN LUIS OBISPO, CA","TAFNN","",72906,"30SEP2025","2/18/2011","2011","10346","","5","3911","SAN LUIS TRUST BANK, FSB","CA","0",332596,272216,"2/18/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/sanluistrust.html"
"","NOVATO","BANK OF MARIN","CA","","I",57855,"NM","NM","NAPA","NAPA, CA","TASNN","",20076,"30SEP2025","2/18/2011","2011","10343","","5","3912","CHARTER OAK BANK","CA","0",120833,105309,"2/18/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/charteroak.html"
"","MENDOTA","FIRST STATE BANK","IL","","I",34187,"NM","NM","ST. CHARLES","ST. CHARLES, IL","TASNN","",28270,"30SEP2025","2/25/2011","2011","10347","","5","3913","VALLEY COMMUNITY BANK","IL","0",123774,124179,"2/25/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/valleycomm.html"
"","PAULS VALLEY","THE PAULS VALLEY NATIIONAL BANK","OK","","I",4077,"N","N","DAVIS","DAVIS, OK","PANNN","",29846,"30SEP2025","3/11/2011","2011","10349","","5","3914","THE FIRST NATIONAL BANK OF DAVIS","OK","0",90183,68331,"3/11/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/firstnatldavis.html"
"","CHICAGO","SEAWAY BANK AND TRUST COMPANY","IL","","I",34818,"SM","SM","MILWAUKEE","MILWAUKEE, WI","TABNN","",73718,"30SEP2025","3/11/2011","2011","10348","","5","3915","LEGACY BANK","WI","0",190418,183309,"3/11/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/legacy-wi.html"
"","ELK GROVE VILLAGE","ADVANTAGE NATIONAL BANK","IL","","I",34292,"NM","NM","WOOD DALE","WOOD DALE, IL","TASNN","",44142,"30SEP2025","3/25/2011","2011","10350","","5","3916","THE BANK OF COMMERCE","IL","0",163074,161379,"3/25/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/bankofcommerce.html"
"","BLOOMINGTON","HEARTLAND BANK AND TRUST COMPANY","IL","","I",10086,"N","N","WESTERN SPRINGS","WESTERN SPRINGS, IL","TANNN","",38047,"30SEP2025","4/8/2011","2011","10352","","5","3917","WESTERN SPRINGS NATIONAL BANK AND TRUST","IL","0",186677,182441,"4/8/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/westernsprings.html"
"","BEVERLY HILLS","CITY NATIONAL BANK","CA","","I",35418,"NM","NM","LAS VEGAS","LAS VEGAS, NV","TASNN","",38492,"30SEP2025","4/8/2011","2011","10351","","5","3918","NEVADA COMMERCE BANK","NV","0",135064,128573,"4/8/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/nevadacommerce.html"
"","JACKSON","TRUSTMARK NATIONAL BANK","MS","","I",14273,"NM","NM","CARTHAGE","CARTHAGE, MS","TASNN","",37841,"30SEP2025","4/15/2011","2011","10354","","5","3919","HERITAGE BANKING GROUP","MS","0",228328,205035,"4/15/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/heritage_ms.html"
"","0","0","0","","",,"NM","NM","BLACK MOUTAIN","BLACK MOUTAIN, NC","","",,"","3/18/1943","1943","0","","1","392","BANK OF BLACK MOUNTAIN","NC","0",855,767,,"FAILURE","PO","FDIC","","",""
"","TAMPA","SUPERIOR BANK, N.A.","FL","","A",17750,"SB","SB","BIRMINGHAM","BIRMINGHAM, AL","TAFNN","",281381,"30SEP2025","4/15/2011","2011","10358","","5","3920","SUPERIOR BANK","AL","0",2977290,2736201,"4/15/2011","FAILURE","PA","DIF","","","https://www.fdic.gov/bank/individual/failed/superior_al.html"
"","BIRMINGHAM","ALOSTAR BANK OF COMMERCE","AL","","I",19794,"NM","NM","BIRMINGHAM","BIRMINGHAM, AL","TASNN","",182002,"30SEP2025","4/15/2011","2011","10356","","5","3921","NEXITY BANK","AL","0",757574,611681,"4/15/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/nexity.html"
"","HOSCHTON","HAMILTON STATE BANK","GA","","I",21495,"NM","NM","CARTERSVILLE","CARTERSVILLE, GA","TASNN","",83037,"30SEP2025","4/15/2011","2011","10353","","5","3922","BARTOW COUNTY BANK","GA","0",314019,290005,"4/15/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/bartow.html"
"","STILLWATER","CENTRAL BANK","MN","","I",24099,"N","N","ROSEMOUNT","ROSEMOUNT, MN","TANNN","",5398,"30SEP2025","4/15/2011","2011","10357","","5","3923","ROSEMOUNT NATIONAL BANK","MN","0",21454,20980,"4/15/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/rosemount.html"
"","GASTONIA","CITIZENS SOUTH BANK","NC","","I",57705,"NM","NM","EAST ELLIJAY","EAST ELLIJAY, GA","TASNN","",34708,"30SEP2025","4/15/2011","2011","10355","","5","3924","NEW HORIZONS BANK","GA","0",103055,99022,"4/15/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/newhorizons.html"
"","LITTLE ROCK","BANK OF THE OZARKS","AR","","I",19797,"SM","SM","VALDOSTA","VALDOSTA, GA","TABNN","",212045,"30SEP2025","4/29/2011","2011","10363","","5","3925","THE PARK AVENUE BANK","GA","0",849409,724483,"4/29/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/parkavenue_ga.html"
"","MIAMI","PREMIER AMERICAN BANK, NATIONAL ASSOCIATION","FL","","I",26297,"N","N","WINTER PARK","WINTER PARK, FL","TANNN","",42899,"30SEP2025","4/29/2011","2011","10362","","5","3926","FIRST NATIONAL BANK OF CENTRAL FLORIDA","FL","0",342079,308784,"4/29/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/fnbcf.html"
"","TROY","TALMER BANK AND TRUST","MI","","I",34234,"NM","NM","MOUNT CLEMENS","MOUNT CLEMENS, MI","TASNN","",98636,"30SEP2025","4/29/2011","2011","10359","","5","3927","COMMUNITY CENTRAL BANK","MI","0",451683,371494,"4/29/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/communitycentral.html"
"","MIAMI","PREMIER AMERICAN BANK, NATIONAL ASSOCIATION","FL","","I",57625,"NM","NM","BROOKSVILLE","BROOKSVILLE, FL","TASNN","",17194,"30SEP2025","4/29/2011","2011","10360","","5","3928","CORTEZ COMMUNITY  BANK","FL","0",66282,65439,"4/29/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/cortez.html"
"","LITTLE ROCK","BANK OF THE OZARKS","AR","","I",58539,"NM","NM","DALLAS","DALLAS, GA","TASNN","",105180,"30SEP2025","4/29/2011","2011","10361","","5","3929","FIRST CHOICE COMMUNITY BANK","GA","0",291196,294769,"4/29/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/firstchoice.html"
"","0","0","0","","",,"NM","NM","CULLOM","CULLOM, IL","","",,"","4/2/1943","1943","0","","1","393","FARMERS STATE BANK OF CULLOM","IL","0",439,474,,"FAILURE","PO","FDIC","","",""
"","MIAMI","PREMIER AMERICAN BANK, NATIONAL ASSOCIATION","FL","","I",34898,"SB","SB","COCOA BEACH","COCOA BEACH, FL","TAFNN","",18527,"30SEP2025","5/6/2011","2011","10364","","5","3930","COASTAL BANK","FL","0",129429,123950,"5/6/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/coastal_fl.html"
"","TACOMA","COLUMBIA STATE BANK","WA","","I",513,"NM","NM","BURLINGTON","BURLINGTON, WA","TASNN","",24195,"30SEP2025","5/20/2011","2011","10367","","5","3931","SUMMIT BANK","WA","0",142729,131631,"5/20/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/summit.html"
"","EASLEY","CERTUS BANK, N.A.","SC","","I",57213,"NM","NM","MACON","MACON, GA","TASNN","",280971,"30SEP2025","5/20/2011","2011","10365","","5","3932","ATLANTIC SOUTHERN BANK","GA","0",741855,707643,"5/20/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/atlanticsthrn.html"
"","EASLEY","CERTUS BANK, N.A.","SC","","I",57647,"NM","NM","FRANKLIN","FRANKLIN, GA","TASNN","",134595,"30SEP2025","5/20/2011","2011","10366","","5","3933","FIRST GEORGIA BANKING COMPANY","GA","0",730981,702231,"5/20/2011","FAILURE","PA","DIF","T","","https://www.fdic.gov/bank/individual/failed/fgbc.html"
